"Date","Price","Open","High","Low","Change %"
"Aug 18, 2015","6.4405","6.4430","6.4539","6.4315","-0.06%"
"Aug 17, 2015","6.4445","6.4485","6.4563","6.4303","-0.14%"
"Aug 14, 2015","6.4533","6.4616","6.4636","6.4260","-0.14%"
"Aug 13, 2015","6.4622","6.4308","6.5096","6.4304","0.18%"
"Aug 12, 2015","6.4504","6.3878","6.5957","6.3834","0.96%"
"Aug 11, 2015","6.3888","6.2136","6.4062","6.2130","2.80%"
"Aug 10, 2015","6.2148","6.2153","6.2200","6.2127","-0.02%"
"Aug 07, 2015","6.2162","6.2165","6.2195","6.2144","-0.02%"
"Aug 06, 2015","6.2175","6.2177","6.2209","6.2160","-0.01%"
"Aug 05, 2015","6.2183","6.2178","6.2268","6.2163","-0.01%"
"Aug 04, 2015","6.2190","6.2182","6.2208","6.2140","-0.01%"
"Aug 03, 2015","6.2195","6.2208","6.2218","6.2160","-0.03%"
"Jul 31, 2015","6.2211","6.2191","6.2245","6.2139","-0.00%"
"Jul 30, 2015","6.2212","6.2169","6.2237","6.2163","0.05%"
"Jul 29, 2015","6.2179","6.2162","6.2208","6.2126","0.01%"
"Jul 28, 2015","6.2172","6.2189","6.2274","6.2131","-0.04%"
"Jul 27, 2015","6.2199","6.2253","6.2276","6.2179","-0.12%"
"Jul 24, 2015","6.2272","6.2135","6.2298","6.2120","0.22%"
"Jul 23, 2015","6.2138","6.2112","6.2188","6.2105","0.03%"
"Jul 22, 2015","6.2121","6.2085","6.2138","6.2072","0.04%"
"Jul 21, 2015","6.2097","6.2132","6.2172","6.2068","-0.07%"
"Jul 20, 2015","6.2141","6.2130","6.2180","6.2112","0.01%"
"Jul 17, 2015","6.2133","6.2133","6.2162","6.2111","-0.01%"
"Jul 16, 2015","6.2140","6.2155","6.2183","6.2120","-0.03%"
"Jul 15, 2015","6.2157","6.2130","6.2190","6.2110","0.01%"
"Jul 14, 2015","6.2149","6.2161","6.2196","6.2120","-0.02%"
"Jul 13, 2015","6.2163","6.2164","6.2194","6.2130","-0.02%"
"Jul 10, 2015","6.2174","6.2167","6.2209","6.2116","-0.00%"
"Jul 09, 2015","6.2176","6.2217","6.2246","6.2109","-0.09%"
"Jul 08, 2015","6.2229","6.2210","6.2301","6.2140","0.01%"
"Jul 07, 2015","6.2221","6.2115","6.2287","6.2108","0.16%"
"Jul 06, 2015","6.2124","6.2065","6.2185","6.2040","0.09%"
"Jul 03, 2015","6.2066","6.2019","6.2086","6.2014","0.06%"
"Jul 02, 2015","6.2029","6.2044","6.2092","6.2009","-0.03%"
"Jul 01, 2015","6.2048","6.2057","6.2073","6.2011","-0.03%"
"Jun 30, 2015","6.2067","6.2060","6.2101","6.2022","-0.01%"
"Jun 29, 2015","6.2075","6.2045","6.2152","6.2040","0.03%"
"Jun 26, 2015","6.2057","6.2038","6.2123","6.2025","0.02%"
"Jun 25, 2015","6.2042","6.2015","6.2096","6.1999","0.04%"
"Jun 24, 2015","6.2018","6.1990","6.2056","6.1988","0.02%"
"Jun 23, 2015","6.2004","6.2038","6.2069","6.1987","-0.04%"
"Jun 22, 2015","6.2030","6.2067","6.2082","6.2012","-0.05%"
"Jun 19, 2015","6.2060","6.2020","6.2145","6.2015","0.04%"
"Jun 18, 2015","6.2034","6.2029","6.2100","6.2010","-0.01%"
"Jun 17, 2015","6.2041","6.2084","6.2114","6.2015","-0.07%"
"Jun 16, 2015","6.2085","6.2127","6.2139","6.2074","-0.07%"
"Jun 15, 2015","6.2129","6.2144","6.2165","6.2105","-0.06%"
"Jun 12, 2015","6.2165","6.2103","6.2202","6.2095","0.08%"
"Jun 11, 2015","6.2118","6.2071","6.2135","6.2057","0.05%"
"Jun 10, 2015","6.2084","6.2107","6.2143","6.2061","-0.05%"
"Jun 09, 2015","6.2117","6.2085","6.2155","6.2065","0.05%"
"Jun 08, 2015","6.2088","6.2097","6.2165","6.2066","-0.05%"
"Jun 05, 2015","6.2120","6.2041","6.2144","6.2021","0.11%"
"Jun 04, 2015","6.2053","6.1978","6.2096","6.1965","0.10%"
"Jun 03, 2015","6.1992","6.1992","6.2026","6.1970","-0.02%"
"Jun 02, 2015","6.2004","6.2040","6.2066","6.1981","-0.08%"
"Jun 01, 2015","6.2052","6.2027","6.2067","6.1966","0.03%"
"May 29, 2015","6.2035","6.2033","6.2055","6.1998","-0.01%"
"May 28, 2015","6.2043","6.2049","6.2079","6.1994","-0.02%"
"May 27, 2015","6.2053","6.2083","6.2107","6.2023","-0.07%"
"May 26, 2015","6.2094","6.2018","6.2108","6.2007","0.11%"
"May 25, 2015","6.2027","6.1996","6.2054","6.1980","0.01%"
"May 22, 2015","6.2020","6.1961","6.2035","6.1925","0.08%"
"May 21, 2015","6.1971","6.2050","6.2075","6.1947","-0.14%"
"May 20, 2015","6.2056","6.2090","6.2118","6.2031","-0.06%"
"May 19, 2015","6.2093","6.2054","6.2114","6.2035","0.05%"
"May 18, 2015","6.2059","6.2018","6.2078","6.2000","0.04%"
"May 15, 2015","6.2034","6.2027","6.2093","6.2002","-0.02%"
"May 14, 2015","6.2046","6.1990","6.2064","6.1975","0.07%"
"May 13, 2015","6.2005","6.2078","6.2117","6.1980","-0.15%"
"May 12, 2015","6.2100","6.2123","6.2150","6.2055","-0.05%"
"May 11, 2015","6.2128","6.2076","6.2173","6.2061","0.06%"
"May 08, 2015","6.2088","6.2116","6.2146","6.2059","-0.08%"
"May 07, 2015","6.2135","6.2014","6.2157","6.1998","0.17%"
"May 06, 2015","6.2030","6.2058","6.2098","6.1969","-0.07%"
"May 05, 2015","6.2073","6.2104","6.2154","6.2049","-0.07%"
"May 04, 2015","6.2118","6.2088","6.2163","6.2084","0.01%"
"May 01, 2015","6.2110","6.2067","6.2159","6.2062","0.05%"
"Apr 30, 2015","6.2082","6.2005","6.2128","6.1964","0.11%"
"Apr 29, 2015","6.2016","6.2040","6.2092","6.1970","-0.05%"
"Apr 28, 2015","6.2046","6.2141","6.2204","6.1992","-0.20%"
"Apr 27, 2015","6.2168","6.1919","6.2252","6.1919","0.32%"
"Apr 24, 2015","6.1968","6.1900","6.2003","6.1869","0.10%"
"Apr 23, 2015","6.1908","6.1937","6.1993","6.1867","-0.07%"
"Apr 22, 2015","6.1950","6.1957","6.2011","6.1884","-0.03%"
"Apr 21, 2015","6.1970","6.1947","6.2027","6.1938","0.02%"
"Apr 20, 2015","6.1959","6.1951","6.2050","6.1930","0.05%"
"Apr 17, 2015","6.1928","6.1876","6.1992","6.1850","0.07%"
"Apr 16, 2015","6.1884","6.2000","6.2037","6.1859","-0.20%"
"Apr 15, 2015","6.2008","6.2132","6.2175","6.1970","-0.23%"
"Apr 14, 2015","6.2148","6.2246","6.2279","6.2107","-0.19%"
"Apr 13, 2015","6.2266","6.2180","6.2303","6.2157","0.13%"
"Apr 10, 2015","6.2183","6.2172","6.2233","6.2140","-0.00%"
"Apr 09, 2015","6.2184","6.2048","6.2200","6.2045","0.20%"
"Apr 08, 2015","6.2060","6.1985","6.2107","6.1967","0.10%"
"Apr 07, 2015","6.2000","6.1948","6.2022","6.1918","0.06%"
"Apr 06, 2015","6.1964","6.1962","6.1998","6.1913","0.01%"
"Apr 03, 2015","6.1958","6.2002","6.2056","6.1922","-0.07%"
"Apr 02, 2015","6.1999","6.2035","6.2082","6.1977","-0.08%"
"Apr 01, 2015","6.2046","6.2049","6.2113","6.1985","-0.03%"
"Mar 31, 2015","6.2063","6.2072","6.2110","6.2010","-0.03%"
"Mar 30, 2015","6.2082","6.2114","6.2180","6.2045","-0.06%"
"Mar 27, 2015","6.2118","6.2147","6.2266","6.2088","-0.07%"
"Mar 26, 2015","6.2161","6.2106","6.2181","6.2072","0.10%"
"Mar 25, 2015","6.2100","6.2095","6.2199","6.2054","-0.00%"
"Mar 24, 2015","6.2101","6.2037","6.2183","6.2020","0.08%"
"Mar 23, 2015","6.2049","6.2030","6.2178","6.1927","0.02%"
"Mar 20, 2015","6.2037","6.2148","6.2243","6.1953","-0.20%"
"Mar 19, 2015","6.2160","6.2216","6.2271","6.1995","-0.14%"
"Mar 18, 2015","6.2248","6.2466","6.2497","6.2198","-0.37%"
"Mar 17, 2015","6.2478","6.2693","6.2711","6.2422","-0.37%"
"Mar 16, 2015","6.2708","6.2833","6.2865","6.2628","-0.23%"
"Mar 13, 2015","6.2855","6.2743","6.2914","6.2680","0.16%"
"Mar 12, 2015","6.2757","6.2763","6.2822","6.2667","-0.04%"
"Mar 11, 2015","6.2780","6.2826","6.2841","6.2715","-0.08%"
"Mar 10, 2015","6.2832","6.2723","6.2857","6.2693","0.15%"
"Mar 09, 2015","6.2735","6.2835","6.2853","6.2704","-0.18%"
"Mar 06, 2015","6.2850","6.2736","6.2873","6.2695","0.17%"
"Mar 05, 2015","6.2746","6.2870","6.2930","6.2710","-0.21%"
"Mar 04, 2015","6.2876","6.2835","6.2896","6.2751","0.04%"
"Mar 03, 2015","6.2850","6.2897","6.2935","6.2810","-0.09%"
"Mar 02, 2015","6.2904","6.2875","6.3019","6.2817","0.06%"
"Feb 27, 2015","6.2868","6.2774","6.2951","6.2751","0.11%"
"Feb 26, 2015","6.2799","6.2705","6.2817","6.2625","0.14%"
"Feb 25, 2015","6.2712","6.2617","6.2746","6.2608","0.12%"
"Feb 24, 2015","6.2634","6.2723","6.2790","6.2607","-0.16%"
"Feb 23, 2015","6.2732","6.2775","6.2804","6.2715","-0.09%"
"Feb 20, 2015","6.2790","6.2710","6.2816","6.2698","0.10%"
"Feb 19, 2015","6.2725","6.2767","6.2808","6.2706","-0.10%"
"Feb 18, 2015","6.2785","6.2751","6.2853","6.2742","0.04%"
"Feb 17, 2015","6.2763","6.2649","6.2864","6.2640","0.16%"
"Feb 16, 2015","6.2663","6.2419","6.2737","6.2415","0.35%"
"Feb 13, 2015","6.2446","6.2398","6.2483","6.2355","0.06%"
"Feb 12, 2015","6.2410","6.2458","6.2531","6.2390","-0.10%"
"Feb 11, 2015","6.2470","6.2562","6.2580","6.2425","-0.16%"
"Feb 10, 2015","6.2568","6.2490","6.2590","6.2408","0.10%"
"Feb 09, 2015","6.2505","6.2478","6.2567","6.2460","0.04%"
"Feb 06, 2015","6.2478","6.2411","6.2533","6.2338","0.09%"
"Feb 05, 2015","6.2423","6.2546","6.2663","6.2409","-0.22%"
"Feb 04, 2015","6.2561","6.2552","6.2608","6.2460","-0.01%"
"Feb 03, 2015","6.2567","6.2666","6.2763","6.2497","-0.17%"
"Feb 02, 2015","6.2675","6.2817","6.2831","6.2646","-0.25%"
"Jan 30, 2015","6.2833","6.2607","6.2894","6.2544","0.34%"
"Jan 29, 2015","6.2619","6.2577","6.2653","6.2534","0.04%"
"Jan 28, 2015","6.2592","6.2426","6.2633","6.2389","0.25%"
"Jan 27, 2015","6.2437","6.2527","6.2564","6.2375","-0.18%"
"Jan 26, 2015","6.2549","6.2540","6.2694","6.2475","-0.00%"
"Jan 23, 2015","6.2550","6.2208","6.2567","6.2171","0.54%"
"Jan 22, 2015","6.2216","6.2160","6.2251","6.2090","0.07%"
"Jan 21, 2015","6.2172","6.2204","6.2266","6.2111","-0.07%"
"Jan 20, 2015","6.2218","6.2230","6.2283","6.2145","-0.04%"
"Jan 19, 2015","6.2241","6.2315","6.2363","6.2200","-0.32%"
"Jan 16, 2015","6.2443","6.2025","6.2443","6.1975","0.46%"
"Jan 15, 2015","6.2154","6.1930","6.2175","6.1867","0.34%"
"Jan 14, 2015","6.1944","6.1952","6.1993","6.1914","-0.04%"
"Jan 13, 2015","6.1966","6.1965","6.2048","6.1930","-0.01%"
"Jan 12, 2015","6.1974","6.2045","6.2061","6.1945","-0.14%"
"Jan 09, 2015","6.2059","6.2175","6.2189","6.2040","-0.20%"
"Jan 08, 2015","6.2183","6.2146","6.2243","6.2131","0.04%"
"Jan 07, 2015","6.2157","6.2115","6.2205","6.2075","0.05%"
"Jan 06, 2015","6.2125","6.2270","6.2285","6.2059","-0.25%"
"Jan 05, 2015","6.2281","6.2275","6.2337","6.2210","-0.00%"
"Jan 02, 2015","6.2284","6.2170","6.2313","6.2170","0.19%"
"Dec 31, 2014","6.2163","6.2157","6.2279","6.2055","-0.01%"
"Dec 30, 2014","6.2171","6.2335","6.2404","6.2130","-0.29%"
"Dec 29, 2014","6.2352","6.2156","6.2378","6.2100","0.30%"
"Dec 26, 2014","6.2166","6.2054","6.2180","6.2041","0.16%"
"Dec 25, 2014","6.2069","6.2247","6.2264","6.2050","-0.29%"
"Dec 24, 2014","6.2248","6.2306","6.2327","6.2212","-0.11%"
"Dec 23, 2014","6.2317","6.2178","6.2338","6.2172","0.21%"
"Dec 22, 2014","6.2188","6.2229","6.2274","6.2135","-0.09%"
"Dec 19, 2014","6.2245","6.2199","6.2302","6.2157","0.06%"
"Dec 18, 2014","6.2205","6.2008","6.2250","6.1988","0.30%"
"Dec 17, 2014","6.2020","6.1923","6.2027","6.1895","0.15%"
"Dec 16, 2014","6.1928","6.1985","6.2022","6.1887","-0.11%"
"Dec 15, 2014","6.1997","6.1960","6.2010","6.1870","0.05%"
"Dec 12, 2014","6.1963","6.1955","6.2040","6.1855","0.00%"
"Dec 11, 2014","6.1963","6.1787","6.1992","6.1742","0.26%"
"Dec 10, 2014","6.1800","6.1864","6.2001","6.1765","-0.12%"
"Dec 09, 2014","6.1876","6.1720","6.2063","6.1695","0.23%"
"Dec 08, 2014","6.1731","6.1585","6.1824","6.1500","0.21%"
"Dec 05, 2014","6.1599","6.1509","6.1608","6.1486","0.13%"
"Dec 04, 2014","6.1521","6.1463","6.1597","6.1460","0.08%"
"Dec 03, 2014","6.1474","6.1559","6.1570","6.1445","-0.15%"
"Dec 02, 2014","6.1569","6.1571","6.1593","6.1485","-0.02%"
"Dec 01, 2014","6.1582","6.1598","6.1690","6.1560","-0.04%"
"Nov 28, 2014","6.1609","6.1460","6.1641","6.1456","0.22%"
"Nov 27, 2014","6.1472","6.1483","6.1501","6.1410","-0.03%"
"Nov 26, 2014","6.1490","6.1459","6.1584","6.1365","0.03%"
"Nov 25, 2014","6.1471","6.1579","6.1594","6.1425","-0.19%"
"Nov 24, 2014","6.1591","6.1342","6.1637","6.1315","0.41%"
"Nov 21, 2014","6.1342","6.1246","6.1394","6.1200","0.14%"
"Nov 20, 2014","6.1258","6.1241","6.1310","6.1225","0.01%"
"Nov 19, 2014","6.1250","6.1169","6.1284","6.1140","0.12%"
"Nov 18, 2014","6.1178","6.1249","6.1274","6.1151","-0.14%"
"Nov 17, 2014","6.1262","6.1290","6.1316","6.1228","-0.06%"
"Nov 14, 2014","6.1301","6.1286","6.1360","6.1260","0.01%"
"Nov 13, 2014","6.1296","6.1319","6.1363","6.1270","-0.05%"
"Nov 12, 2014","6.1327","6.1274","6.1389","6.1256","0.07%"
"Nov 11, 2014","6.1284","6.1232","6.1358","6.1210","0.07%"
"Nov 10, 2014","6.1243","6.1271","6.1296","6.1186","-0.19%"
"Nov 07, 2014","6.1360","6.1209","6.1429","6.1204","0.21%"
"Nov 06, 2014","6.1230","6.1191","6.1252","6.1160","0.02%"
"Nov 05, 2014","6.1217","6.1172","6.1250","6.1135","0.06%"
"Nov 04, 2014","6.1182","6.1290","6.1304","6.1164","-0.19%"
"Nov 03, 2014","6.1300","6.1262","6.1315","6.1215","0.04%"
"Oct 31, 2014","6.1278","6.1165","6.1293","6.1130","0.17%"
"Oct 30, 2014","6.1176","6.1172","6.1239","6.1153","0.01%"
"Oct 29, 2014","6.1170","6.1123","6.1195","6.1100","0.05%"
"Oct 28, 2014","6.1139","6.1192","6.1210","6.1117","-0.10%"
"Oct 27, 2014","6.1202","6.1237","6.1254","6.1182","-0.07%"
"Oct 24, 2014","6.1242","6.1244","6.1313","6.1219","-0.02%"
"Oct 23, 2014","6.1254","6.1235","6.1279","6.1230","0.01%"
"Oct 22, 2014","6.1248","6.1265","6.1286","6.1199","-0.04%"
"Oct 21, 2014","6.1275","6.1321","6.1340","6.1235","-0.09%"
"Oct 20, 2014","6.1332","6.1406","6.1416","6.1307","-0.13%"
"Oct 17, 2014","6.1414","6.1413","6.1493","6.1334","-0.03%"
"Oct 16, 2014","6.1430","6.1334","6.1564","6.1295","0.13%"
"Oct 15, 2014","6.1349","6.1406","6.1437","6.1312","-0.11%"
"Oct 14, 2014","6.1418","6.1335","6.1438","6.1328","0.11%"
"Oct 13, 2014","6.1352","6.1413","6.1445","6.1331","-0.11%"
"Oct 10, 2014","6.1421","6.1382","6.1456","6.1355","0.05%"
"Oct 09, 2014","6.1392","6.1366","6.1420","6.1320","0.02%"
"Oct 08, 2014","6.1377","6.1454","6.1488","6.1357","-0.15%"
"Oct 07, 2014","6.1468","6.1504","6.1545","6.1454","-0.10%"
"Oct 06, 2014","6.1529","6.1664","6.1697","6.1490","-0.23%"
"Oct 03, 2014","6.1670","6.1601","6.1700","6.1550","0.08%"
"Oct 02, 2014","6.1621","6.1697","6.1710","6.1577","-0.13%"
"Oct 01, 2014","6.1701","6.1780","6.1847","6.1689","-0.15%"
"Sep 30, 2014","6.1792","6.1781","6.1802","6.1615","0.00%"
"Sep 29, 2014","6.1790","6.1450","6.1808","6.1443","0.55%"
"Sep 26, 2014","6.1454","6.1458","6.1488","6.1388","-0.03%"
"Sep 25, 2014","6.1475","6.1386","6.1516","6.1375","0.13%"
"Sep 24, 2014","6.1395","6.1411","6.1440","6.1350","-0.06%"
"Sep 23, 2014","6.1429","6.1525","6.1536","6.1385","-0.17%"
"Sep 22, 2014","6.1535","6.1432","6.1558","6.1385","0.15%"
"Sep 19, 2014","6.1443","6.1450","6.1472","6.1395","-0.03%"
"Sep 18, 2014","6.1460","6.1624","6.1630","6.1444","-0.15%"
"Sep 17, 2014","6.1551","6.1549","6.1590","6.1475","-0.02%"
"Sep 16, 2014","6.1561","6.1697","6.1797","6.1535","-0.24%"
"Sep 15, 2014","6.1707","6.1385","6.1776","6.1385","0.49%"
"Sep 12, 2014","6.1408","6.1355","6.1426","6.1340","0.07%"
"Sep 11, 2014","6.1368","6.1323","6.1382","6.1307","0.06%"
"Sep 10, 2014","6.1334","6.1377","6.1391","6.1295","-0.08%"
"Sep 09, 2014","6.1385","6.1392","6.1414","6.1312","-0.02%"
"Sep 08, 2014","6.1396","6.1411","6.1426","6.1325","-0.03%"
"Sep 05, 2014","6.1412","6.1460","6.1495","6.1393","-0.09%"
"Sep 04, 2014","6.1468","6.1443","6.1485","6.1365","0.03%"
"Sep 03, 2014","6.1452","6.1514","6.1540","6.1434","-0.12%"
"Sep 02, 2014","6.1523","6.1450","6.1552","6.1430","0.10%"
"Sep 01, 2014","6.1461","6.1482","6.1518","6.1425","-0.05%"
"Aug 29, 2014","6.1494","6.1493","6.1525","6.1460","-0.02%"
"Aug 28, 2014","6.1505","6.1431","6.1540","6.1410","0.11%"
"Aug 27, 2014","6.1440","6.1496","6.1514","6.1423","-0.11%"
"Aug 26, 2014","6.1508","6.1543","6.1583","6.1478","-0.07%"
"Aug 25, 2014","6.1551","6.1547","6.1621","6.1525","-0.01%"
"Aug 22, 2014","6.1559","6.1527","6.1631","6.1523","0.03%"
"Aug 21, 2014","6.1543","6.1440","6.1602","6.1427","0.15%"
"Aug 20, 2014","6.1448","6.1432","6.1479","6.1405","0.01%"
"Aug 19, 2014","6.1442","6.1404","6.1464","6.1345","0.05%"
"Aug 18, 2014","6.1413","6.1465","6.1476","6.1385","-0.11%"
"Aug 15, 2014","6.1480","6.1509","6.1526","6.1435","-0.07%"
"Aug 14, 2014","6.1520","6.1579","6.1598","6.1490","-0.11%"
"Aug 13, 2014","6.1590","6.1593","6.1655","6.1557","-0.02%"
"Aug 12, 2014","6.1601","6.1534","6.1642","6.1517","0.11%"
"Aug 11, 2014","6.1536","6.1540","6.1562","6.1499","-0.02%"
"Aug 08, 2014","6.1549","6.1656","6.1695","6.1536","-0.18%"
"Aug 07, 2014","6.1663","6.1603","6.1685","6.1574","0.09%"
"Aug 06, 2014","6.1605","6.1691","6.1712","6.1590","-0.14%"
"Aug 05, 2014","6.1693","6.1738","6.1757","6.1659","-0.08%"
"Aug 04, 2014","6.1740","6.1790","6.1795","6.1715","-0.11%"
"Aug 01, 2014","6.1810","6.1794","6.1855","6.1750","0.01%"
"Jul 31, 2014","6.1805","6.1730","6.1817","6.1714","0.12%"
"Jul 30, 2014","6.1730","6.1800","6.1822","6.1698","-0.13%"
"Jul 29, 2014","6.1810","6.1803","6.1846","6.1760","-0.00%"
"Jul 28, 2014","6.1812","6.1880","6.1890","6.1794","-0.13%"
"Jul 25, 2014","6.1890","6.1902","6.1969","6.1865","-0.05%"
"Jul 24, 2014","6.1918","6.1907","6.1948","6.1875","-0.00%"
"Jul 23, 2014","6.1920","6.2017","6.2050","6.1893","-0.18%"
"Jul 22, 2014","6.2032","6.2041","6.2079","6.2003","-0.03%"
"Jul 21, 2014","6.2050","6.2052","6.2080","6.2025","-0.03%"
"Jul 18, 2014","6.2069","6.2059","6.2074","6.2006","0.00%"
"Jul 17, 2014","6.2069","6.2066","6.2103","6.1995","-0.01%"
"Jul 16, 2014","6.2076","6.2152","6.2181","6.2053","-0.13%"
"Jul 15, 2014","6.2154","6.2079","6.2157","6.2065","0.10%"
"Jul 14, 2014","6.2091","6.2030","6.2104","6.2028","0.09%"
"Jul 11, 2014","6.2038","6.2022","6.2113","6.2011","0.01%"
"Jul 10, 2014","6.2034","6.1957","6.2087","6.1930","0.11%"
"Jul 09, 2014","6.1963","6.2026","6.2035","6.1947","-0.12%"
"Jul 08, 2014","6.2038","6.2010","6.2072","6.1990","0.02%"
"Jul 07, 2014","6.2023","6.2051","6.2096","6.1980","-0.07%"
"Jul 04, 2014","6.2068","6.2104","6.2176","6.2035","-0.07%"
"Jul 03, 2014","6.2114","6.2150","6.2200","6.2088","-0.08%"
"Jul 02, 2014","6.2165","6.2024","6.2184","6.2021","0.20%"
"Jul 01, 2014","6.2040","6.2049","6.2096","6.1999","-0.02%"
"Jun 30, 2014","6.2053","6.2143","6.2172","6.2033","-0.16%"
"Jun 27, 2014","6.2150","6.2239","6.2270","6.2131","-0.16%"
"Jun 26, 2014","6.2251","6.2262","6.2316","6.2215","-0.05%"
"Jun 25, 2014","6.2280","6.2323","6.2370","6.2263","-0.07%"
"Jun 24, 2014","6.2322","6.2229","6.2337","6.2213","0.14%"
"Jun 23, 2014","6.2236","6.2267","6.2306","6.2219","-0.07%"
"Jun 20, 2014","6.2277","6.2288","6.2320","6.2255","-0.03%"
"Jun 19, 2014","6.2297","6.2249","6.2320","6.2230","0.06%"
"Jun 18, 2014","6.2258","6.2314","6.2367","6.2240","-0.10%"
"Jun 17, 2014","6.2320","6.2185","6.2340","6.2179","0.20%"
"Jun 16, 2014","6.2195","6.2115","6.2249","6.2070","0.12%"
"Jun 13, 2014","6.2121","6.2112","6.2185","6.2035","-0.00%"
"Jun 12, 2014","6.2124","6.2203","6.2278","6.2103","-0.15%"
"Jun 11, 2014","6.2220","6.2151","6.2288","6.2140","0.10%"
"Jun 10, 2014","6.2157","6.2264","6.2314","6.2137","-0.19%"
"Jun 09, 2014","6.2276","6.2438","6.2469","6.2252","-0.27%"
"Jun 06, 2014","6.2447","6.2535","6.2556","6.2418","-0.16%"
"Jun 05, 2014","6.2544","6.2525","6.2642","6.2525","0.00%"
"Jun 04, 2014","6.2542","6.2491","6.2595","6.2475","0.05%"
"Jun 03, 2014","6.2508","6.2548","6.2570","6.2455","-0.08%"
"Jun 02, 2014","6.2558","6.2458","6.2565","6.2454","0.13%"
"May 30, 2014","6.2475","6.2465","6.2518","6.2400","0.01%"
"May 29, 2014","6.2471","6.2628","6.2683","6.2443","-0.28%"
"May 28, 2014","6.2645","6.2529","6.2724","6.2521","0.15%"
"May 27, 2014","6.2549","6.2358","6.2581","6.2335","0.30%"
"May 26, 2014","6.2365","6.2336","6.2385","6.2325","0.03%"
"May 23, 2014","6.2348","6.2311","6.2386","6.2295","0.04%"
"May 22, 2014","6.2326","6.2329","6.2373","6.2297","-0.00%"
"May 21, 2014","6.2329","6.2363","6.2390","6.2310","-0.07%"
"May 20, 2014","6.2372","6.2355","6.2404","6.2348","-0.00%"
"May 19, 2014","6.2375","6.2320","6.2431","6.2308","0.08%"
"May 16, 2014","6.2326","6.2290","6.2382","6.2265","0.03%"
"May 15, 2014","6.2306","6.2254","6.2355","6.2230","0.07%"
"May 14, 2014","6.2263","6.2349","6.2403","6.2235","-0.15%"
"May 13, 2014","6.2355","6.2415","6.2470","6.2335","-0.11%"
"May 12, 2014","6.2425","6.2323","6.2445","6.2320","0.12%"
"May 09, 2014","6.2351","6.2305","6.2364","6.2275","0.05%"
"May 08, 2014","6.2322","6.2335","6.2409","6.2230","-0.03%"
"May 07, 2014","6.2340","6.2216","6.2401","6.2199","0.19%"
"May 06, 2014","6.2221","6.2424","6.2482","6.2200","-0.34%"
"May 05, 2014","6.2435","6.2533","6.2580","6.2409","-0.18%"
"May 02, 2014","6.2545","6.2525","6.2583","6.2518","0.03%"
"May 01, 2014","6.2526","6.2508","6.2588","6.2480","0.00%"
"Apr 30, 2014","6.2525","6.2574","6.2729","6.2503","-0.10%"
"Apr 29, 2014","6.2587","6.2510","6.2598","6.2502","0.12%"
"Apr 28, 2014","6.2515","6.2562","6.2595","6.2500","-0.10%"
"Apr 25, 2014","6.2577","6.2513","6.2630","6.2480","0.09%"
"Apr 24, 2014","6.2523","6.2383","6.2569","6.2350","0.22%"
"Apr 23, 2014","6.2385","6.2368","6.2473","6.2345","0.01%"
"Apr 22, 2014","6.2378","6.2274","6.2398","6.2262","0.15%"
"Apr 21, 2014","6.2285","6.2220","6.2330","6.2210","0.08%"
"Apr 18, 2014","6.2238","6.2232","6.2271","6.2195","0.00%"
"Apr 17, 2014","6.2238","6.2243","6.2254","6.2154","-0.02%"
"Apr 16, 2014","6.2252","6.2229","6.2291","6.2225","0.01%"
"Apr 15, 2014","6.2248","6.2226","6.2324","6.2208","0.03%"
"Apr 14, 2014","6.2231","6.2084","6.2248","6.2079","0.21%"
"Apr 11, 2014","6.2100","6.2100","6.2157","6.2060","-0.01%"
"Apr 10, 2014","6.2107","6.1903","6.2111","6.1897","0.31%"
"Apr 09, 2014","6.1913","6.1908","6.2012","6.1850","-0.01%"
"Apr 08, 2014","6.1917","6.2086","6.2127","6.1887","-0.30%"
"Apr 07, 2014","6.2102","6.2150","6.2164","6.2084","-0.09%"
"Apr 04, 2014","6.2160","6.2138","6.2232","6.2125","0.01%"
"Apr 03, 2014","6.2155","6.2038","6.2180","6.2008","0.18%"
"Apr 02, 2014","6.2043","6.2048","6.2073","6.1953","-0.02%"
"Apr 01, 2014","6.2055","6.2136","6.2175","6.2010","-0.16%"
"Mar 31, 2014","6.2153","6.2020","6.2195","6.2020","0.20%"
"Mar 28, 2014","6.2032","6.2073","6.2123","6.2015","-0.08%"
"Mar 27, 2014","6.2080","6.2020","6.2150","6.2010","0.09%"
"Mar 26, 2014","6.2027","6.1831","6.2061","6.1822","0.28%"
"Mar 25, 2014","6.1852","6.1799","6.1924","6.1705","0.07%"
"Mar 24, 2014","6.1810","6.1950","6.2011","6.1791","-0.25%"
"Mar 21, 2014","6.1965","6.2050","6.2113","6.1929","-0.17%"
"Mar 20, 2014","6.2068","6.1926","6.2126","6.1918","0.30%"
"Mar 19, 2014","6.1885","6.1768","6.2004","6.1768","0.18%"
"Mar 18, 2014","6.1775","6.1581","6.1857","6.1575","0.29%"
"Mar 17, 2014","6.1595","6.1529","6.1703","6.1524","0.09%"
"Mar 14, 2014","6.1540","6.1415","6.1571","6.1380","0.23%"
"Mar 13, 2014","6.1400","6.1400","6.1435","6.1309","-0.02%"
"Mar 12, 2014","6.1414","6.1400","6.1513","6.1365","0.01%"
